name_rep	at_id
MYBrelated_tnt.AT4G12670_col_a	AT4G12670
MYBrelated_tnt.AT4G12670_colamp_a	AT4G12670
MYBrelated_tnt.AT5G56840_col_a	AT5G56840
MYBrelated_tnt.AT5G56840_colamp_a	AT5G56840
MYBrelated_tnt.AT5G61620_col_a	AT5G61620
MYBrelated_tnt.AT5G61620_colamp_a	AT5G61620
MYBrelated_tnt.At1g19000_col_a	AT1G19000
MYBrelated_tnt.At1g19000_colamp_a	AT1G19000
MYBrelated_tnt.At1g49010_col_a	AT1G49010
MYBrelated_tnt.At1g49010_colamp_a	AT1G49010
MYBrelated_tnt.At1g74840_col100_a	AT1G74840
MYBrelated_tnt.At1g74840_colamp_a	AT1G74840
MYBrelated_tnt.At2g38090_col_a	AT2G38090
MYBrelated_tnt.At3g09600_col_a	AT3G09600
MYBrelated_tnt.At3g09600_colamp_a	AT3G09600
MYBrelated_tnt.At3g11280_col_a	AT3G11280
MYBrelated_tnt.At3g11280_colamp_a	AT3G11280
MYBrelated_tnt.At4g01280_col_a	AT4G01280
MYBrelated_tnt.At4g01280_colamp_a	AT4G01280
MYBrelated_tnt.At5g05790_col_a	AT5G05790
MYBrelated_tnt.At5g08520_col_b	AT5G08520
MYBrelated_tnt.At5g08520_colamp_a	AT5G08520
MYBrelated_tnt.At5g47390_col_b	AT5G47390
MYBrelated_tnt.At5g47390_colamp_a	AT5G47390
MYBrelated_tnt.At5g52660_col_a	AT5G52660
MYBrelated_tnt.At5g52660_colamp_a	AT5G52660
MYBrelated_tnt.At5g58900_col_a	AT5G58900
MYBrelated_tnt.At5g58900_colamp_a	AT5G58900
MYBrelated_tnt.EPR1_col	AT1G18330
MYBrelated_tnt.EPR1_colamp_a	AT1G18330
MYBrelated_tnt.LCL1_col	AT5G02840
MYBrelated_tnt.LCL1_colamp_a	AT5G02840
MYBrelated_tnt.LHY1_col_a	AT1G01060
MYBrelated_tnt.LHY1_colamp_a	AT1G01060
MYBrelated_tnt.RVE1_col_a	AT5G17300
MYBrelated_tnt.RVE1_colamp_a	AT5G17300
MYBrelated_tnt.TBP3_col_a	AT5G67580
MYBrelated_tnt.TBP3_colamp_a	AT5G67580
MYBrelated_tnt.TRP1_col	AT5G59430
MYBrelated_tnt.TRP2_col_a	AT3G46590
MYBrelated_tnt.TRP2_colamp_a	AT3G46590
NAC_tnt.ANAC004_col_a	AT1G02230
NAC_tnt.ANAC004_colamp_a	AT1G02230
NAC_tnt.ANAC005_col_a	AT1G02250
NAC_tnt.ANAC011_col_a	AT1G32510
NAC_tnt.ANAC013_col_a	AT1G32870
NAC_tnt.ANAC013_colamp_a	AT1G32870
NAC_tnt.ANAC016_col_a	AT1G34180
NAC_tnt.ANAC016_colamp_a	AT1G34180
NAC_tnt.ANAC017_col	AT1G34190
NAC_tnt.ANAC017_colamp_v31	AT1G34190
NAC_tnt.ANAC020_col_v31	AT1G54330
NAC_tnt.ANAC028_col_a	AT1G65910
NAC_tnt.ANAC034_col	AT2G02450
NAC_tnt.ANAC038_col_a	AT2G24430
NAC_tnt.ANAC038_colamp_a	AT2G24430
NAC_tnt.ANAC042_col_a	AT2G43000
NAC_tnt.ANAC045_col_a	AT3G03200
NAC_tnt.ANAC045_colamp_a	AT3G03200
NAC_tnt.ANAC046_col	AT3G04060
NAC_tnt.ANAC046_colamp_a	AT3G04060
NAC_tnt.ANAC047_col	AT3G04070
NAC_tnt.ANAC047_colamp_a	AT3G04070
NAC_tnt.ANAC050_col_v3a	AT3G10480
NAC_tnt.ANAC050_colamp_a	AT3G10480
NAC_tnt.ANAC053_col	AT3G10500
NAC_tnt.ANAC053_colamp_a	AT3G10500
NAC_tnt.ANAC055_col	AT3G15500
NAC_tnt.ANAC057_col_a	AT3G17730
NAC_tnt.ANAC057_colamp_a	AT3G17730
NAC_tnt.ANAC058_col_a	AT3G18400
NAC_tnt.ANAC058_colamp_a	AT3G18400
NAC_tnt.ANAC062_col	AT3G49530
NAC_tnt.ANAC062_colamp_a	AT3G49530
NAC_tnt.ANAC070_col	AT4G10350
NAC_tnt.ANAC070_colamp_a	AT4G10350
NAC_tnt.ANAC071_col_a	AT4G17980
NAC_tnt.ANAC071_colamp_a	AT4G17980
NAC_tnt.ANAC075_col_a	AT4G29230
NAC_tnt.ANAC079_col	AT5G07680
NAC_tnt.ANAC079_colamp_a	AT5G07680
NAC_tnt.ANAC083_col_v3a	AT5G13180
NAC_tnt.ANAC083_colamp_a	AT5G13180
NAC_tnt.ANAC087_col_v3a	AT5G18270
NAC_tnt.ANAC087_colamp_a	AT5G18270
NAC_tnt.ANAC092_col_v3a	AT5G39610
NAC_tnt.ANAC092_colamp_a	AT5G39610
NAC_tnt.ANAC094_col_a	AT5G39820
NAC_tnt.ANAC096_col	AT5G46590
NAC_tnt.ANAC096_colamp_a	AT5G46590
NAC_tnt.ANAC103_col_a	AT5G64060
NAC_tnt.ANAC103_colamp_a	AT5G64060
NAC_tnt.AT1G19040_col_a	AT1G19040
NAC_tnt.AT3G12910_col_a	AT3G12910
NAC_tnt.ATAF1_col_a	AT1G01720
NAC_tnt.ATAF1_colamp_a	AT1G01720
NAC_tnt.CUC1_col_v31	AT3G15170
NAC_tnt.CUC1_colamp_a	AT3G15170
NAC_tnt.CUC2_col	AT5G53950
NAC_tnt.CUC2_colamp_a	AT5G53950
NAC_tnt.CUC3_col_a	AT1G76420
NAC_tnt.CUC3_colamp_a	AT1G76420
NAC_tnt.NAC2_col_v3a	AT5G04410
NAC_tnt.NAC2_colamp_a	AT5G04410
NAC_tnt.NAM_col_v3a	AT1G52880
NAC_tnt.NAM_colamp_a	AT1G52880
NAC_tnt.NAP_col_v3a	AT1G69490
NAC_tnt.NAP_colamp_a	AT1G69490
NAC_tnt.NST1_col_v31	AT2G46770
NAC_tnt.NST1_colamp_a	AT2G46770
NAC_tnt.NTL8_col	AT2G27300
NAC_tnt.NTM1_col_a	AT4G01540
NAC_tnt.NTM1_colamp_a	AT4G01540
NAC_tnt.NTM2_col_b	AT4G01550
NAC_tnt.SMB_col_a	AT1G79580
NAC_tnt.SMB_colamp_a	AT1G79580
NAC_tnt.SND2_col_a	AT4G28500
NAC_tnt.SND2_colamp_a	AT4G28500
NAC_tnt.SND3_col_b	AT1G28470
NAC_tnt.SND3_colamp_a	AT1G28470
NAC_tnt.VND1_col_a	AT2G18060
NAC_tnt.VND2_col_a	AT4G36160
NAC_tnt.VND2_colamp_a	AT4G36160
NAC_tnt.VND3_col	AT5G66300
NAC_tnt.VND3_colamp_a	AT5G66300
NAC_tnt.VND4_col	AT1G12260
NAC_tnt.VND4_colamp_a	AT1G12260
NAC_tnt.VND6_col_v31	AT5G62380
NAC_tnt.VND6_colamp_a	AT5G62380
ND_tnt.AGL95_col_a	AT2G15660
ND_tnt.ASHR1_col_a	AT2G17900
ND_tnt.AT1G63040_col_a	AT1G63040
ND_tnt.AT2G28920_col_a	AT2G28920
ND_tnt.FRS9_col_a	AT4G38170
ND_tnt.FRS9_colamp_a	AT4G38170
NLP_tnt.AtNLP4_col_b	AT1G20640
Orphan_tnt.AT1G23810_col_a	AT1G23810
Orphan_tnt.AT1G24250_col_a	AT1G24250
Orphan_tnt.BBX31_col_a	AT3G21890
PLATZ_tnt.AT2G01818_col_a	AT2G01818
RAV_tnt.RAV1_col	AT1G13260
RAV_tnt.RAV1_colamp_a	AT1G13260
REMB3_tnt.AT2G31460_col_a	AT2G31460
REM_tnt.REM19_col_a	AT1G49480
REM_tnt.REM19_colamp_a	AT1G49480
RWPRK_tnt.NLP7_col_a	AT4G24020
RWPRK_tnt.RKD2_col_a	AT1G74480
RWPRK_tnt.RKD2_colamp_a	AT1G74480
S1Falike_tnt.AT3G09735_col_a	AT3G09735
SBP_tnt.SPL11_col100_a	AT1G27360
SBP_tnt.SPL13_col_a	AT5G50670
SBP_tnt.SPL14_col_a	AT1G20980
SBP_tnt.SPL15_col_a	AT3G57920
SBP_tnt.SPL15_colamp_a	AT3G57920
SBP_tnt.SPL1_col_a	AT2G47070
SBP_tnt.SPL1_colamp_a	AT2G47070
SBP_tnt.SPL3_col_a	AT2G33810
SBP_tnt.SPL3_colamp_a	AT2G33810
SBP_tnt.SPL5_col_a	AT3G15270
SBP_tnt.SPL5_colamp_a	AT3G15270
SBP_tnt.SPL9_col_a	AT2G42200
SBP_tnt.SPL9_colamp_a	AT2G42200
SRS_tnt.SRS7_col_a	AT1G19790
SRS_tnt.SRS7_colamp_a	AT1G19790
TCP_tnt.At1g69690_col_a	AT1G69690
TCP_tnt.At1g69690_colamp_a	AT1G69690
TCP_tnt.At1g72010_col	AT1G72010
TCP_tnt.At1g72010_colamp_a	AT1G72010
TCP_tnt.At2g45680_col_b	AT2G45680
TCP_tnt.At2g45680_colamp_a	AT2G45680
TCP_tnt.At5g08330_col_a	AT5G08330
TCP_tnt.At5g08330_colamp_a	AT5G08330
TCP_tnt.PTF1_col_a	AT3G02150
TCP_tnt.PTF1_colamp_a	AT3G02150
TCP_tnt.TCP14_col_b	AT3G47620
TCP_tnt.TCP16_col_a	AT3G45150
TCP_tnt.TCP16_colamp_a	AT3G45150
TCP_tnt.TCP17_col_a	AT5G08070
TCP_tnt.TCP17_colamp_a	AT5G08070
TCP_tnt.TCP1_col_a	AT1G67260
TCP_tnt.TCP20_col_a	AT3G27010
TCP_tnt.TCP20_colamp_a	AT3G27010
TCP_tnt.TCP24_col	AT1G30210
TCP_tnt.TCP24_colamp_a	AT1G30210
TCP_tnt.TCP3_col	AT1G53230
TCP_tnt.TCP3_colamp_a	AT1G53230
TCP_tnt.TCP7_col_a	AT5G23280
Trihelix_tnt.AT1G76870_col_b	AT1G76870
Trihelix_tnt.AT1G76880_col_a	AT1G76880
Trihelix_tnt.AT2G33550_col_a	AT2G33550
Trihelix_tnt.AT2G33550_colamp_a	AT2G33550
Trihelix_tnt.AT3G10030_col_a	AT3G10030
Trihelix_tnt.AT3G10030_colamp_a	AT3G10030
Trihelix_tnt.AT3G25990_col_a	AT3G25990
Trihelix_tnt.AT3G25990_colamp_a	AT3G25990
Trihelix_tnt.AT3G58630_col_a	AT3G58630
Trihelix_tnt.AT3G58630_colamp_a	AT3G58630
Trihelix_tnt.AT5G05550_col_a	AT5G05550
Trihelix_tnt.AT5G05550_colamp_a	AT5G05550
Trihelix_tnt.AT5G47660_col_a	AT5G47660
Trihelix_tnt.AT5G47660_colamp_a	AT5G47660
Trihelix_tnt.At3g14180_col	AT3G14180
Trihelix_tnt.GT1_col_a	AT1G13450
Trihelix_tnt.GT2_col_a	AT1G76890
Trihelix_tnt.GT2_colamp_a	AT1G76890
Trihelix_tnt.GT3a_col_a	AT5G01380
Trihelix_tnt.GTL1_col_a	AT1G33240
Trihelix_tnt.GTL1_colamp_a	AT1G33240
WRKY_tnt.WRKY11_col_a	AT4G31550
WRKY_tnt.WRKY14_col_a	AT1G30650
WRKY_tnt.WRKY14_colamp_a	AT1G30650
WRKY_tnt.WRKY15_col_b	AT2G23320
WRKY_tnt.WRKY15_colamp_a	AT2G23320
WRKY_tnt.WRKY17_col_a	AT2G24570
WRKY_tnt.WRKY17_colamp_a	AT2G24570
WRKY_tnt.WRKY18_col_a	AT4G31800
WRKY_tnt.WRKY18_colamp_a	AT4G31800
WRKY_tnt.WRKY20_col_a	AT4G26640
WRKY_tnt.WRKY21_col	AT2G30590
WRKY_tnt.WRKY21_colamp_a	AT2G30590
WRKY_tnt.WRKY22_col	AT4G01250
WRKY_tnt.WRKY22_colamp_a	AT4G01250
WRKY_tnt.WRKY24_col_a	AT5G41570
WRKY_tnt.WRKY24_colamp_a	AT5G41570
WRKY_tnt.WRKY25_col_a	AT2G30250
WRKY_tnt.WRKY25_colamp_a	AT2G30250
WRKY_tnt.WRKY26_col_a	AT5G07100
WRKY_tnt.WRKY26_colamp_a	AT5G07100
WRKY_tnt.WRKY27_col_a	AT5G52830
WRKY_tnt.WRKY27_colamp_a	AT5G52830
WRKY_tnt.WRKY28_col_a	AT4G18170
WRKY_tnt.WRKY28_colamp_a	AT4G18170
WRKY_tnt.WRKY29_col_a	AT4G23550
WRKY_tnt.WRKY29_colamp_a	AT4G23550
WRKY_tnt.WRKY30_col_a	AT5G24110
WRKY_tnt.WRKY30_colamp_a	AT5G24110
WRKY_tnt.WRKY31_col_a	AT4G22070
WRKY_tnt.WRKY31_colamp_a	AT4G22070
WRKY_tnt.WRKY33_col_a	AT2G38470
WRKY_tnt.WRKY3_col_a	AT2G03340
WRKY_tnt.WRKY40_col	AT1G80840
WRKY_tnt.WRKY40_colamp_a	AT1G80840
WRKY_tnt.WRKY42_col_a	AT4G04450
WRKY_tnt.WRKY42_colamp_a	AT4G04450
WRKY_tnt.WRKY43_col_a	AT2G46130
WRKY_tnt.WRKY43_colamp_a	AT2G46130
WRKY_tnt.WRKY45_col_a	AT3G01970
WRKY_tnt.WRKY45_colamp_a	AT3G01970
WRKY_tnt.WRKY46_col_a	AT2G46400
WRKY_tnt.WRKY46_colamp_a	AT2G46400
WRKY_tnt.WRKY47_col_a	AT4G01720
WRKY_tnt.WRKY47_colamp_a	AT4G01720
WRKY_tnt.WRKY50_col_a	AT5G26170
WRKY_tnt.WRKY50_colamp_a	AT5G26170
WRKY_tnt.WRKY55_col_a	AT2G40740
WRKY_tnt.WRKY59_col_a	AT2G21900
WRKY_tnt.WRKY65_col_a	AT1G29280
WRKY_tnt.WRKY65_colamp_a	AT1G29280
WRKY_tnt.WRKY6_col_a	AT1G62300
WRKY_tnt.WRKY6_colamp_a	AT1G62300
WRKY_tnt.WRKY70_col	AT3G56400
WRKY_tnt.WRKY71_col_a	AT1G29860
WRKY_tnt.WRKY75_col_a	AT5G13080
WRKY_tnt.WRKY75_colamp_a	AT5G13080
WRKY_tnt.WRKY7_col	AT4G24240
WRKY_tnt.WRKY7_colamp_a	AT4G24240
WRKY_tnt.WRKY8_col	AT5G46350
WRKY_tnt.WRKY8_colamp_a	AT5G46350
ZFHD_tnt.ATHB23_col_b	AT5G39760
ZFHD_tnt.ATHB23_colamp_a	AT5G39760
ZFHD_tnt.ATHB24_col_a	AT2G18350
ZFHD_tnt.ATHB24_colamp_a	AT2G18350
ZFHD_tnt.ATHB25_col_a	AT5G65410
ZFHD_tnt.ATHB25_colamp_a	AT5G65410
ZFHD_tnt.ATHB33_col_a	AT1G75240
ZFHD_tnt.ATHB33_colamp_a	AT1G75240
ZFHD_tnt.ATHB34_col_a	AT3G28920
ZFHD_tnt.ATHB34_colamp_a	AT3G28920
ZFHD_tnt.AtHB32_col200_a	AT1G14687
bHLH_tnt.BIM1_col_a	AT5G08130
bHLH_tnt.BIM1_colamp_a	AT5G08130
bHLH_tnt.BIM2_col_v3b	AT1G69010
bHLH_tnt.BIM2_colamp	AT1G69010
bHLH_tnt.BIM3_col_a	AT5G38860
bHLH_tnt.PIF7_col_a	AT5G61270
bHLH_tnt.bHLH104_col_b	AT4G14410
bHLH_tnt.bHLH10_col_a	AT2G31220
bHLH_tnt.bHLH10_colamp_a	AT2G31220
bHLH_tnt.bHLH122_col100_a	AT1G51140
bHLH_tnt.bHLH122_colamp_a	AT1G51140
bHLH_tnt.bHLH130_col_a	AT2G42280
bHLH_tnt.bHLH157_col_a	AT1G64625
bHLH_tnt.bHLH18_col_a	AT2G22750
bHLH_tnt.bHLH28_col_a	AT5G46830
bHLH_tnt.bHLH31_col	AT1G59640
bHLH_tnt.bHLH34_col	AT3G23210
bHLH_tnt.bHLH34_colamp_a	AT3G23210
bHLH_tnt.bHLH64_col_a	AT2G18300
bHLH_tnt.bHLH69_col_a	AT4G30980
bHLH_tnt.bHLH74_col_a	AT1G10120
bHLH_tnt.bHLH74_colamp_a	AT1G10120
bHLH_tnt.bHLH77_col_a	AT3G23690
bHLH_tnt.bHLH80_col_a	AT1G35460
bHLH_tnt.bHLH80_colamp_a	AT1G35460
bZIP_tnt.ABF2_col_v3a	AT1G45249
bZIP_tnt.ABI5_col_v3h	AT2G36270
bZIP_tnt.ABI5_colamp_v3b	AT2G36270
bZIP_tnt.AREB3_col_v31	AT3G56850
bZIP_tnt.AREB3_colamp_a	AT3G56850
bZIP_tnt.GBF3_col	AT2G46270
bZIP_tnt.GBF3_colamp	AT2G46270
bZIP_tnt.GBF5_col_v3a	AT2G18160
bZIP_tnt.GBF5_colamp_a	AT2G18160
bZIP_tnt.GBF6_col	AT4G34590
bZIP_tnt.GBF6_colamp_a	AT4G34590
bZIP_tnt.HY5_colamp_v3a	AT5G11260
bZIP_tnt.TGA10_col_a	AT5G06839
bZIP_tnt.TGA10_colamp_a	AT5G06839
bZIP_tnt.TGA1_col	AT5G65210
bZIP_tnt.TGA1_colamp_a	AT5G65210
bZIP_tnt.TGA2_col	AT5G06950
bZIP_tnt.TGA2_colamp_v31	AT5G06950
bZIP_tnt.TGA3_col	AT1G22070
bZIP_tnt.TGA3_colamp_a	AT1G22070
bZIP_tnt.TGA4_col_a	AT5G10030
bZIP_tnt.TGA4_colamp_a	AT5G10030
bZIP_tnt.TGA5_col_v3a	AT5G06960
bZIP_tnt.TGA6_col_a	AT3G12250
bZIP_tnt.TGA6_colamp_a	AT3G12250
bZIP_tnt.TGA9_col_a	AT1G08320
bZIP_tnt.TGA9_colamp_a	AT1G08320
bZIP_tnt.VIP1_col_v3a	AT1G43700
bZIP_tnt.VIP1_colamp_a	AT1G43700
bZIP_tnt.bZIP16_col_v3a	AT2G35530
bZIP_tnt.bZIP16_colamp_a	AT2G35530
bZIP_tnt.bZIP18_col_v31	AT2G40620
bZIP_tnt.bZIP18_colamp_a	AT2G40620
bZIP_tnt.bZIP28_col_a	AT3G10800
bZIP_tnt.bZIP3_col_a	AT5G15830
bZIP_tnt.bZIP42_col_a	AT3G30530
bZIP_tnt.bZIP42_colamp_a	AT3G30530
bZIP_tnt.bZIP43_col_a	AT5G38800
bZIP_tnt.bZIP44_col	AT1G75390
bZIP_tnt.bZIP44_colamp_a	AT1G75390
bZIP_tnt.bZIP48_col_a	AT2G04038
bZIP_tnt.bZIP48_colamp_a	AT2G04038
bZIP_tnt.bZIP50_col_v31	AT1G77920
bZIP_tnt.bZIP50_colamp_v31	AT1G77920
bZIP_tnt.bZIP52_col_v31	AT1G06850
bZIP_tnt.bZIP52_colamp_a	AT1G06850
bZIP_tnt.bZIP53_col	AT3G62420
bZIP_tnt.bZIP53_colamp_a	AT3G62420
bZIP_tnt.bZIP68_col_a	AT1G32150
bZIP_tnt.bZIP69_col_a	AT1G06070
bZIP_tnt.bZIP69_colamp_a	AT1G06070
mTERF_tnt.AT5G23930_col_a	AT5G23930
zfGRF_tnt.AT3G42860_col_a	AT3G42860
