name,mean_luminescence,standard_error,date
10 + 34,0.0816745778339001,0.008879156422900178,30.8.19
14 + 34,7.294382931645752,0.9242715177162457,30.8.19
25 + 34,0.4477014485400616,0.09334345000359366,30.8.19
35 + 34,14.499086318310097,1.213980201361434,30.8.19
36 + 34,0.2883647938906425,0.08769698670085498,30.8.19
5 + 34,0.060912941433003076,0.019494880650169126,30.8.19
8 + 34,0.2136363007535309,0.02559635176597276,30.8.19
9 + 34,0.09168395842462539,0.012244352033206804,30.8.19
