AGI code,transcription (iTAK)_class,transcription (iTAK)_family,proteincontent_cv
AT2G21270,,,0.180227421607522
AT3G01340,,,0.19698680582363626
AT1G18080,,,0.19976539430523144
AT5G36210,,,0.21404294006278632
AT5G11490,,,0.21894983826370448
AT2G27600,,,0.22392178084693923
AT4G02080,,,0.22525064170906814
AT1G01960,,,0.22690366776378876
AT2G07360,,,0.22927593420142928
AT3G62290,,,0.2301820658960694
AT2G44100,,,0.23645764182163068
AT1G04690,,,0.2388320838699814
AT5G02500,,,0.24059522118993074
AT5G22780,,,0.25064336228310824
AT5G58100,,,0.25454831374793846
AT2G28390,,,0.2552273835595785
AT1G31730,,,0.2552804856568798
AT2G02760,,,0.2552974519971196
AT3G28720,,,0.25640282706462864
AT3G02260,,,0.2568843865031272
AT1G79920,,,0.25982206175771383
AT1G23820,,,0.26122551056307247
AT1G07990,,,0.26158888981005896
AT3G47810,,,0.262133186864475
AT5G08100,,,0.26326933041786904
AT3G07160,,,0.2634380336532924
AT3G29160,,,0.26373692639016266
AT3G18820,,,0.2659067513306422
AT5G57290,,,0.26617968770866635
AT3G59500,,,0.2665307415569678
AT3G12010,,,0.26662806838360864
AT4G24550,,,0.2669092608573169
AT3G56460,,,0.26922830262311015
AT1G72370,,,0.26999503176463374
AT3G22110,,,0.26999711781951236
AT1G53000,,,0.2710127774120748
AT1G16340,,,0.2711729220523278
AT1G56070,,,0.27127729318884797
AT1G69340,,,0.27158265637392276
AT3G16090,,,0.2743871055722429
AT1G52600,,,0.2743930636910773
AT2G26890,,,0.27476489059501574
AT5G59420,,,0.2751191519027472
AT1G72710,,,0.27535860322997
AT5G57460,,,0.27545859820855034
AT3G08530,,,0.27600076789024275
AT2G43350,,,0.276486538289912
AT1G34220,,,0.27649356724950985
AT1G79930,,,0.27848370630284736
AT2G36850,,,0.2786981689475888
AT5G42080,,,0.2793234984706142
AT5G27540,,,0.28021327922441974
AT1G08420,,,0.2804688693416481
AT2G30880,,,0.28172251980454277
AT5G46630,,,0.2820560623496071
AT4G01290,,,0.2836223954852725
AT4G23460,,,0.28406538567071726
AT5G49830,,,0.28430344617469216
AT5G58490,,,0.28530930682892447
AT1G08110,,,0.2854583013599836
AT5G24710,,,0.2872896350490374
AT1G08750,,,0.287671636144654
AT1G30230,,,0.2878810268543463
AT3G55440,,,0.28803538311127835
AT1G55090,,,0.28951562751431337
AT4G16450,,,0.2912743400485451
AT5G66210,,,0.2915101853608498
AT1G59830,,,0.29208852866203
AT4G37880,,,0.29266647899523274
AT5G37830,,,0.29373970446926073
AT5G06260,,,0.29443277727590084
AT1G29880,,,0.29448476206822244
AT2G38550,,,0.29465710743930973
AT4G14160,,,0.2947435137723814
AT5G20290,,,0.29505505754496325
AT2G20120,,,0.295979905983591
AT5G09810,,,0.29656543739107194
AT2G27020,,,0.29663005747929494
AT3G60820,,,0.29707323001105895
AT4G24620,,,0.29733341507812777
AT4G17050,,,0.29861998641115406
AT4G29120,,,0.29864159896438874
AT1G79550,,,0.29992554767103824
AT4G14340,,,0.29998018551115
AT3G62120,,,0.30010969849470504
AT3G11130,,,0.3003281344117849
AT3G50590,,,0.3016202080515963
AT4G09320,,,0.3020548500540807
AT1G70650,,,0.30236143943186194
AT4G17140,,,0.3025732626500275
AT5G05000,,,0.3029478407894012
AT4G01810,,,0.30344993259628394
AT1G16470,,,0.30366499333377195
AT3G46740,,,0.3039630092791582
AT3G51260,,,0.3042800456530916
AT5G19990,,,0.30448094351476274
AT4G34110,,,0.30457195859482633
AT4G26630,,,0.30464074190157775
AT4G30000,,,0.30513290009129496
AT1G79230,,,0.30515224816818504
AT4G14800,,,0.3059877268368272
AT5G08590,,,0.30652079634633134
AT1G09620,,,0.3072180757289136
AT5G42790,,,0.30792505869794135
AT2G45810,,,0.30873880674017334
AT1G11930,,,0.3088553920707637
AT1G29260,,,0.3095427353301675
AT3G62010,,,0.31036050044397623
AT5G22120,,,0.3110741792104318
AT1G09430,,,0.3113625818943213
AT5G57870,,,0.3118094994749006
AT5G19130,,,0.3118498936888917
AT2G24765,,,0.31207051812990055
AT1G80500,,,0.3121959782387235
AT1G30580,,,0.313614472910225
AT5G11040,,,0.3138411453970079
AT1G79210,,,0.3145425737424815
AT3G47520,,,0.3145527575825631
AT5G47480,,,0.31483440768682985
AT3G53110,,,0.3150874692989479
AT4G15415,,,0.3156054740050779
AT1G01910,,,0.3156163308281148
AT1G72550,,,0.3156538047474551
AT5G08470,,,0.31618270082084704
AT1G31910,,,0.31638478893026944
AT4G13460,TR,SET,0.31749719593067127
AT5G61760,,,0.3182013432290206
AT5G58270,,,0.31848271359777225
AT4G28300,,,0.3186777897362678
AT2G36060,,,0.3187459511765927
AT1G53240,,,0.3190766232140132
AT1G23900,,,0.31939434688880786
AT2G47970,,,0.3203920919690111
AT3G28700,,,0.32058040930451664
AT4G27690,,,0.3208708682928357
AT2G37860,,,0.32147502665871597
AT3G06650,,,0.3217028766064709
AT1G09640,,,0.3218721349571359
AT2G36530,,,0.32204905392172556
AT5G43940,,,0.32266846478210426
AT4G32640,,,0.32290167871879394
AT3G13772,,,0.3230984752754878
AT4G16180,,,0.323189435880009
AT1G24340,,,0.32347037896831526
AT5G24520,,,0.3238095690658731
AT2G44060,,,0.3238413446408755
AT3G52560,,,0.3239896576556389
AT5G62600,,,0.32433493984301237
AT4G01897,,,0.3247736213703742
AT1G51160,,,0.32495490519150894
AT3G55320,,,0.32506481762340766
AT1G27970,,,0.3251393645312019
AT5G56290,,,0.32539365102387907
AT1G48830,,,0.3254863013735566
AT5G02310,,,0.3255010599330935
AT3G20290,,,0.32623551987918603
AT1G57720,,,0.3263103426967917
AT5G46750,,,0.32723716953967164
AT5G57590,,,0.327415804911838
AT5G55500,,,0.3274828634611179
AT1G29840,,,0.32830880985775956
AT3G44110,,,0.32897129164900135
AT4G24800,,,0.3295089272726991
AT1G10950,,,0.33055334233338074
AT5G62810,,,0.3306960325999541
AT5G66680,,,0.33097043541982213
AT2G38020,,,0.3311962088228713
AT1G15690,,,0.33174128947976
AT1G65580,,,0.3321749614928895
AT2G05840,,,0.332289591200405
AT4G27320,,,0.332378858601189
AT1G12360,,,0.3329757985356294
AT3G33530,,,0.33329851267406085
AT1G58230,,,0.33362840493380924
AT1G59610,,,0.3339295994328508
AT1G43170,,,0.3341082165704312
AT2G14740,,,0.33457782038147493
AT3G15730,,,0.33467159146130326
AT5G03540,,,0.3350908527117865
AT3G26618,,,0.3367269683161399
AT5G54750,,,0.33700635530842066
AT1G11650,,,0.33713151154019216
AT3G03570,,,0.337143010776859
AT5G65270,,,0.3371687763267334
AT3G07300,,,0.3372894798450244
AT2G21250,,,0.3375291736674802
AT3G11910,,,0.3379064816890422
AT5G65940,,,0.33818808533059413
AT4G11010,,,0.3384533053195651
AT2G18020,,,0.33864285366987745
AT5G24400,,,0.33886918826263696
AT4G38630,,,0.33895459330891936
AT3G10380,,,0.3395407859332034
AT5G43900,,,0.33961646203725976
AT3G44330,,,0.34014366950165953
AT1G76850,,,0.34021556057286134
AT5G65620,,,0.34085041828893237
AT5G19620,,,0.34098468870363274
AT5G58710,,,0.34125750998300164
AT5G19510,,,0.34128180248055867
AT5G28540,,,0.34134643407076687
AT3G07480,,,0.34218249520961286
AT5G53480,,,0.3423138677358138
AT5G53850,,,0.342338934456803
AT2G40980,,,0.3423615049378458
AT2G32520,,,0.342688085258781
AT3G03305,,,0.34276059906549955
AT1G52730,,,0.343034864141125
AT5G42190,,,0.3431076758705103
AT2G31960,,,0.3432087918326481
AT1G59900,,,0.34335352597571767
AT1G76400,,,0.34372395506342673
AT3G05090,,,0.34456909877760133
AT5G14540,,,0.34477656720232036
AT5G53560,,,0.3448983173564853
AT5G04990,,,0.3449162056188929
AT1G30000,,,0.3449178362843063
AT3G55070,,,0.34516178144298537
AT3G07180,,,0.3458358481807753
AT3G05000,,,0.34668531614694315
AT5G41480,,,0.3471480796750577
AT5G63870,,,0.3474184298458742
AT4G26300,,,0.347699691413645
AT2G31670,,,0.34789324673934086
AT4G38220,,,0.3479970585861579
AT3G60190,,,0.34805371742644775
AT1G16240,,,0.3483510487859581
AT1G50510,,,0.34850426782147503
AT3G07140,,,0.34853083364202014
AT1G52320,,,0.34858012463981897
AT1G47260,,,0.34862058518117295
AT4G23850,,,0.34866850217482315
AT3G54300,,,0.34871457227361935
AT1G56423,,,0.3487285434710362
AT1G71270,,,0.3490454508541453
AT5G19485,,,0.34927824714856776
AT2G41530,,,0.34981049618228255
AT3G13530,,,0.34984324641516484
AT5G49580,,,0.34987517693095826
AT5G56030,,,0.34998904526826324
AT3G19420,,,0.35007826029581957
AT1G04410,,,0.3501478671494393
AT1G09020,,,0.3505255805615296
AT5G42960,,,0.3511505276201671
AT3G10850,,,0.3512359381364537
AT3G13300,,,0.35138918900582744
AT4G26900,,,0.3515518700499046
AT4G35460,,,0.3515967255170897
AT5G27470,,,0.35191440060185464
AT1G71860,,,0.3520614403047149
AT5G06600,,,0.3522664443722959
AT2G17390,,,0.3522770368476318
AT4G16360,,,0.35291360640280467
AT3G54540,,,0.353179994671058
AT2G14170,,,0.35345814100634465
AT1G20760,,,0.3536109917571989
AT1G18260,,,0.3542081512139078
AT4G16830,,,0.3543266353848587
AT3G08580,,,0.35455580691806293
AT5G54440,,,0.35473581727119047
AT2G39990,,,0.3548962970115274
AT1G43190,,,0.3549435244384584
AT1G16890,,,0.35507114922203253
AT3G19770,,,0.35511116238872376
AT5G26830,,,0.35530875269037204
AT2G41790,,,0.35570326684536907
AT5G48020,,,0.35574914417902276
AT1G42960,,,0.35597564290624667
AT1G05500,,,0.3567626489626326
AT2G24200,,,0.35681477046897353
AT4G33680,,,0.3569361840207725
AT1G25380,,,0.357008843642013
AT1G22920,,,0.3572773201778444
AT1G03000,,,0.35741534276914594
AT3G04840,,,0.3575437369142179
AT1G49710,,,0.35786410173293653
AT1G50600,TF,GRAS,0.3578806638266164
AT4G20410,,,0.3581107886157291
AT5G56680,,,0.35843349365505806
AT5G49840,,,0.35848190797860785
AT2G32730,,,0.358502730230215
AT1G51730,,,0.35851629059910795
AT1G77140,,,0.35860596655182336
AT4G29380,,,0.3588570318556607
AT1G13060,,,0.35888385099457676
ATMG00510,,,0.3591073068906054
AT3G01910,,,0.35983815399653796
AT5G36890,,,0.3599294368596798
AT4G31300,,,0.36010708684932163
AT1G80910,,,0.3601378041887018
AT1G76010,,,0.36048456339858564
AT3G25520,,,0.360593699640136
AT5G20920,,,0.36144309538747194
AT5G28060,,,0.3615251037849508
AT4G25550,,,0.36169262536196994
AT5G27640,,,0.3617338438370725
AT5G20660,,,0.36189924211743774
AT3G13920,,,0.3621454338294492
AT3G45190,,,0.36268271468642693
AT3G60860,,,0.3628518378624305
AT4G03550,,,0.3631403236399118
AT3G07410,,,0.3632299858580591
AT1G08190,,,0.36338850950513724
AT3G08780,,,0.3636114611252621
AT2G19940,,,0.36364689105783815
AT1G02130,,,0.36369003329808497
AT2G39770,,,0.36382246748243785
AT1G17470,,,0.3638509549447824
AT2G20580,,,0.3639207496267569
AT2G05170,,,0.36452996540834826
AT2G40380,,,0.364911525442154
AT1G53280,,,0.3649207600672774
AT4G14430,,,0.3651190750176814
AT4G11270,,,0.36530810426135385
AT2G30740,,,0.36552930289877267
AT5G12370,,,0.3658702486605503
AT3G07100,,,0.3659310789811506
AT5G66810,,,0.3664429625579393
AT1G60420,,,0.36666685744798483
AT2G40316,,,0.3668402059435894
AT2G43130,,,0.3675412712389148
AT3G56110,,,0.3675723193094076
AT1G74920,,,0.36758835766160036
AT3G51550,,,0.3676105556427478
AT2G19730,,,0.36796326317658645
AT1G77710,,,0.368024084201489
AT1G56450,,,0.36808708399652973
AT5G11560,,,0.3682063872773266
AT1G24300,,,0.36844997144362657
AT3G23940,,,0.36884129705093016
AT5G25070,,,0.36896524641438383
AT3G16640,,,0.3691779927974014
AT1G50430,,,0.36922436775616924
AT4G24520,,,0.36933489178116635
AT5G47040,,,0.3693912664090795
AT2G30110,,,0.369499125620162
AT1G53750,,,0.3695087796206122
AT3G12390,,,0.3698878324156863
AT3G66654,,,0.37003163504560593
AT4G22930,,,0.37006905910234394
AT2G21390,,,0.37031815142807684
AT5G60160,,,0.3705564820778246
AT4G38240,,,0.3705990041316142
AT3G06720,,,0.3707073144725833
AT4G24830,,,0.3712817410428845
