AGI code,transcription (iTAK)_class,transcription (iTAK)_family,proteincontent_cv
AT5G45750,,,0.3713865793836236
AT2G31660,,,0.37165164893964636
AT2G20930,,,0.37179330464554083
AT4G21150,,,0.37204081774496667
AT3G01560,,,0.37219367439531753
AT5G21060,,,0.37221451815138046
AT1G24560,,,0.37277714473124834
AT3G02760,,,0.37332041444898306
AT3G05280,,,0.37341995117122506
AT1G60710,,,0.37347088527288663
AT3G15610,,,0.3734850867748593
AT5G48440,,,0.3735663034971052
AT4G29490,,,0.37368335076659914
AT3G13235,,,0.37379006899748607
AT3G25800,,,0.3740707543668425
AT5G38470,,,0.37407261810384784
AT5G57490,,,0.3743843135012767
AT5G58030,,,0.3751699496272078
AT5G14720,,,0.3755237994706938
AT4G14030,,,0.3757569937635362
AT3G09090,,,0.3761216895293395
AT5G16660,,,0.3763123801364718
AT5G19050,,,0.3767099070057034
AT2G36360,,,0.37691426915448484
AT1G12840,,,0.3770772746594943
AT2G27900,,,0.37709055459866353
AT3G24180,,,0.37713395212242024
AT5G13530,,,0.3772381475757974
AT1G27430,,,0.37742313225462804
AT2G23070,,,0.3775175968015399
AT5G02870,,,0.37806974376991315
AT5G22360,,,0.3781526690799588
AT4G34670,,,0.3783110785603804
AT1G16460,,,0.37845406116061214
AT3G14290,,,0.37860006516077843
AT4G31990,,,0.3786281118963419
AT2G25070,,,0.3787635042029412
AT3G09840,,,0.3787894548363271
AT1G65270,,,0.3789126698550172
AT3G10920,,,0.3790915699566258
AT4G32285,,,0.37920797882316754
AT4G01090,,,0.3795661431477066
AT3G14100,,,0.37965511742910857
AT4G29410,,,0.37995288744956224
AT5G18480,,,0.3801121457164295
AT2G41840,,,0.380169795286175
AT3G46510,,,0.38044981347212015
AT2G04280,,,0.38060224067840215
AT3G07950,,,0.3809329797885949
AT4G22670,,,0.3812082542061136
AT4G33090,,,0.38128251364167276
AT4G04720,,,0.3812972657989632
AT5G51400,,,0.3813580525153665
AT5G51980,TF,C3H,0.3815829103697712
AT2G14720,,,0.3816159498380534
AT3G02530,,,0.38170802938801945
AT4G32760,,,0.3819887443308107
AT2G31610,,,0.3821638938599703
AT1G13320,,,0.38232879733509234
AT4G34660,,,0.3823963778129342
AT5G49555,,,0.383044540835982
AT4G11380,,,0.38312097528734307
AT3G47930,,,0.3831344568500009
AT2G14255,,,0.3831495932607848
AT2G40660,,,0.3831954856161177
AT1G44770,,,0.38324541345362884
AT3G21865,,,0.3832622157906897
AT2G45540,,,0.3832631032270621
AT5G57890,,,0.38343615348955595
AT4G16143,,,0.38413693961752277
AT4G28220,,,0.3842048668672086
AT4G25440,TF,C3H,0.38421431741170464
AT5G13850,,,0.38438065016719847
AT5G57020,,,0.384420424963884
AT5G19760,,,0.384577717636479
AT3G22950,,,0.38469904094914764
AT3G24550,,,0.3847383038733989
AT5G65720,,,0.3847942718731486
AT1G21630,,,0.38526848151721743
AT1G80670,,,0.3853987033182213
AT5G67500,,,0.3855765577898601
AT1G21380,,,0.3859594843478291
AT3G48380,,,0.3859952108570315
AT1G50200,,,0.38621364243276013
AT5G32470,,,0.3864088560855103
AT3G04590,,,0.38655830163829363
AT5G17530,,,0.38658847526679757
AT5G65460,,,0.38676571923041525
AT1G20110,,,0.3870401467532683
AT2G42520,,,0.3871100778499716
AT1G15880,,,0.38726997992678436
AT1G53210,,,0.38743034064897486
AT2G16950,,,0.3875446944776334
AT3G13560,,,0.3876099331781135
AT1G30440,,,0.3876893151570503
AT2G27460,,,0.3879095882620388
AT1G54270,,,0.38798009281275114
AT3G04600,,,0.38798602883278016
AT5G16880,,,0.3881334441562931
AT4G18060,,,0.3881906333251456
AT3G62360,,,0.3883784968908582
AT5G40580,,,0.38853650943807677
AT2G25430,,,0.38855739470401857
AT4G27090,,,0.38857730939553126
AT2G19860,,,0.38864881196712664
AT5G48810,,,0.38898908565804924
AT1G70570,,,0.38903229639458975
AT2G33040,,,0.389280280602548
AT3G53870,,,0.38940929579535294
AT2G16600,,,0.3895561021049308
AT1G79500,,,0.39021930063029575
AT3G20790,,,0.39030440815669887
AT1G31440,,,0.39040727289336186
AT2G17200,,,0.3906390618617914
AT3G28900,,,0.39081667869874503
AT5G04920,,,0.3908215029743051
AT3G02720,,,0.39089799208442255
AT1G09270,,,0.39127519847397624
AT2G05830,,,0.39142064752070427
AT1G54610,,,0.3917299499249689
AT3G22230,,,0.3919047974062112
AT2G21660,,,0.39193210413154633
AT4G38100,,,0.39196152771497456
AT3G56150,,,0.3921590092158617
AT1G15750,,,0.39229246869452994
AT1G72340,,,0.3923790661082002
AT2G25730,,,0.3926361551263612
AT4G13350,,,0.392753003092151
AT3G05530,,,0.39277283727532797
AT3G13060,,,0.392792823724905
AT3G49010,,,0.39317711411758893
AT1G09100,,,0.3931948664943465
AT3G12290,,,0.3933378032960929
AT1G15130,,,0.3933659587010988
AT5G11810,,,0.3934270536387416
AT1G03280,,,0.39343483552379155
AT4G34870,,,0.39348488631774864
AT2G20790,,,0.3937513930653861
AT2G42590,,,0.39376603612041067
AT1G18660,,,0.39396646981804134
AT3G02520,,,0.39410510902971696
AT2G23940,,,0.39446867045866446
AT5G23540,,,0.3948591234033172
AT2G01720,,,0.3949852741005508
AT1G19430,,,0.39500835276254487
AT4G22750,,,0.3951334387294887
AT5G39040,,,0.39551165157794266
AT3G18140,,,0.39568099414400754
AT1G13980,,,0.39602281183671
AT4G36630,,,0.39614521143940223
AT2G34480,,,0.39631378817862367
AT5G35360,,,0.3965630599206631
AT5G01650,,,0.39684634618650594
AT1G12850,,,0.39747278501554234
AT3G51830,,,0.39751857586026323
AT3G53430,,,0.39785546177696035
AT5G10360,,,0.39785620209892764
AT2G17265,,,0.3981630907922813
AT3G19240,,,0.39834221975301415
AT1G56590,,,0.3985916411605014
AT2G44040,,,0.3989204368605306
AT3G42170,,,0.3992092155875697
AT1G71410,,,0.3998854020180409
AT4G09670,,,0.4000802793420899
AT5G67560,,,0.40009618952083664
AT2G27720,,,0.4001720096226399
AT3G04490,,,0.400567641473945
AT3G25680,,,0.4011485768079639
AT4G19210,,,0.40126188402122226
AT3G04120,,,0.4013975673208463
AT2G16940,,,0.40187089034165185
AT3G61710,,,0.4021507371672916
AT1G27450,,,0.4021858545371089
AT5G60640,,,0.4022128744955956
AT1G54220,,,0.402355110409624
AT3G43300,,,0.4024879282939854
AT5G05590,,,0.40269659005724595
AT2G40060,,,0.4029088400091854
AT2G01270,,,0.4034040491470301
AT5G43100,,,0.4035847798696907
AT1G16350,,,0.40371436627247925
AT2G42160,,,0.4040263354756352
AT1G26640,,,0.4042351562856017
AT2G32920,,,0.404272731036465
AT5G03420,,,0.4044903833499361
AT3G12915,,,0.40449626743114014
AT5G20840,,,0.40453857109062835
AT3G19980,,,0.40462671784596477
AT3G53390,,,0.40466228663581216
AT5G34930,,,0.4046733458272361
AT3G54360,,,0.4049063945120857
AT5G41330,,,0.40493971974322307
AT3G01280,,,0.40503107640714464
AT1G73200,,,0.40509241781476035
AT5G09760,,,0.4052206538168491
AT3G13930,,,0.4052808537370962
AT1G13180,,,0.4052877368492553
AT1G19580,,,0.40529198185637355
AT5G50850,,,0.40541720366549605
AT1G10390,,,0.40549221654223155
AT2G23350,,,0.4057432161142467
AT4G25840,,,0.405881779146588
AT4G39920,,,0.40591272663205935
AT5G11640,,,0.40593672884821047
AT4G36750,,,0.406059632521619
AT1G21720,,,0.4060663947807034
AT2G01470,,,0.40612170368304557
AT4G18800,,,0.40642586505356837
AT1G06700,,,0.406430915192035
AT2G25800,,,0.4065640056874344
AT1G31860,,,0.40664903302662847
AT5G03520,,,0.4067817580874949
AT5G52240,,,0.40699313306334295
AT5G14040,,,0.4070043209655469
AT1G14910,,,0.4071932962696164
AT5G05780,,,0.40729408228425606
AT1G59910,,,0.40740402937841186
AT5G65430,,,0.4075791543202006
AT3G17900,,,0.4076058910770905
AT1G08720,,,0.40761510212222574
AT4G03080,,,0.4077343736036814
AT4G30550,,,0.40809978759618837
AT2G18770,,,0.4085472527859724
AT3G09200,,,0.4086622600587288
AT5G02290,,,0.40871273284602133
AT2G21230,TF,bZIP,0.40874520259020003
AT5G22770,,,0.4088774582823611
AT2G01490,,,0.40899473199411807
AT5G15020,TR,Others,0.40911972878445013
AT4G00100,,,0.40915170019525554
AT3G09030,,,0.40915342291365236
AT4G31180,,,0.4092267004015321
AT3G05560,,,0.409263643966293
AT5G19950,,,0.4095992030545209
AT3G06540,,,0.40963002859242376
AT3G51050,,,0.41030877178438296
AT3G51800,,,0.41039124447650954
AT4G31170,,,0.41052947667317286
AT2G40290,,,0.41063354423266196
AT4G27000,,,0.4107126434539309
AT5G35160,,,0.41079135144331524
AT5G53530,,,0.4108040692048401
AT1G47200,,,0.4108399166677491
AT2G35780,,,0.4110807149189596
AT1G29790,,,0.4110833177553836
AT3G04920,,,0.41166387018889916
AT5G48335,,,0.41182622018483717
AT1G22520,,,0.4118338371667876
AT1G06530,,,0.4126358316376011
AT5G16130,,,0.41267151212054737
AT4G39910,,,0.41282683621791594
AT1G09920,,,0.4130094060678938
AT5G13030,,,0.4130275310021804
AT5G27850,,,0.41321226248254916
AT5G44320,,,0.41322017933454813
AT5G16820,TF,HSF,0.41336855437566616
AT4G12590,,,0.4134356546523139
AT4G36130,,,0.4135565463614306
AT5G61500,,,0.41356254901272405
AT4G24220,,,0.41360430259071784
AT3G48930,,,0.4137111507779328
AT1G61210,,,0.41374298605052695
AT1G77480,,,0.41377229122684117
AT5G58470,,,0.41408070280100734
AT4G34450,,,0.41437263086517734
AT3G12480,TF,NF-YC,0.41437873985143525
AT5G54430,,,0.41464890908391533
AT5G08520,TF,MYB,0.41502301114139106
AT3G52950,,,0.41509777339885384
AT5G63890,,,0.4151001073283079
AT4G20890,,,0.4152279031724812
AT1G07910,,,0.4153191170550773
AT4G22220,,,0.4153341263391533
AT5G62930,,,0.41556886909691726
AT5G37475,,,0.4160816841679763
AT4G00630,,,0.41612268525942914
AT1G52340,,,0.4162275964871439
AT3G46290,,,0.4162609955882205
AT1G71220,,,0.4162616463442243
AT4G00570,,,0.4169001010264319
AT4G33250,,,0.4170804889970928
AT1G79350,TR,PHD,0.41712032562173224
AT3G06270,,,0.4174580903509309
AT2G43070,,,0.41754562739209544
AT1G71820,,,0.4178003689718226
AT5G47690,,,0.41794570812265913
AT4G02350,,,0.4179656428506783
AT5G47420,,,0.41799401346206366
AT4G36690,,,0.4180790026780739
AT1G28420,TF,HB-other,0.41809112868980597
AT2G19470,,,0.4184567116123642
AT3G28715,,,0.418555913955964
AT4G32930,,,0.4185615543447861
AT1G58250,,,0.4185631479344793
AT3G57410,,,0.4187008617394406
AT4G39280,,,0.41873551116595575
AT4G29040,,,0.41887733926421866
AT1G71790,,,0.41897375223799754
AT2G45140,,,0.41901455682040833
AT5G38640,,,0.41911979070029154
AT2G34970,,,0.4191445079068892
AT1G60780,,,0.4192830223976404
AT5G58290,,,0.4201755968658518
AT3G18860,,,0.420384848190898
AT5G65780,,,0.42075112460937136
AT1G49630,,,0.42078678031298844
AT3G53990,,,0.42087172338091444
AT2G01600,,,0.42105227066344963
AT1G80950,,,0.42178349072108073
AT5G27380,,,0.42191629724969126
AT5G43320,,,0.42196069376654904
AT5G14220,,,0.42197509245100184
AT1G80360,,,0.4222036142470157
AT1G80210,,,0.4222520790706781
AT5G18525,,,0.4225370763538342
AT1G48900,,,0.42261747488997486
AT3G18190,,,0.4227720680010935
AT4G00560,,,0.4229918463000896
AT2G43210,,,0.42328947757350954
AT2G19480,,,0.42331411103500366
AT5G06140,,,0.42338110982106886
AT1G17890,,,0.4234386908162691
AT1G07780,,,0.4234867579533938
AT4G03020,,,0.42359320383710436
AT2G25280,,,0.4236027602351694
AT1G62820,,,0.42374828412424576
AT4G35870,,,0.42418021281784596
AT3G49430,,,0.4243428139937739
AT1G16920,,,0.4243574454412411
AT2G29960,,,0.42451501670192604
AT5G38480,,,0.42454500273283985
AT1G27540,,,0.42459290095795804
AT1G56145,,,0.42462451215439917
AT5G08570,,,0.42470037663268934
AT1G32400,,,0.4247012977382587
AT2G23140,,,0.42470806246037435
AT1G12920,,,0.42478709612604443
AT1G26110,,,0.42501314594906514
AT2G06010,,,0.42516054512009915
AT5G48960,,,0.4253768949954558
AT1G51980,,,0.42567568043396753
AT1G76030,,,0.4256951352574113
AT5G10050,,,0.42611782806168785
AT4G35260,,,0.4261205344716428
AT2G17190,,,0.4261871002482953
AT5G04430,,,0.426388364527543
AT2G14120,,,0.4265265200812542
AT3G09440,,,0.4265896682756065
AT5G58740,,,0.42712687710387487
AT1G65930,,,0.427179663778235
AT3G26935,,,0.4272893543654948
AT5G53170,,,0.427903782168747
AT5G55670,,,0.42792812943264397
AT2G25310,,,0.42816067489733994
AT1G79070,,,0.4283125400333581
AT2G38410,,,0.42842704248666275
AT1G02410,,,0.42844834418726757
AT1G74230,,,0.42875266677639284
AT5G11580,,,0.4287841068083002
AT5G35590,,,0.429135528760752
AT5G21274,,,0.4291646810339046
AT2G42910,,,0.42924212304118126
AT2G45880,TF,BES1,0.4296792911976408
AT5G18380,,,0.4297287033185478
AT3G49910,,,0.43017243161687513
AT3G24160,,,0.4303232156430512
AT5G05670,,,0.4304195392594917
AT3G17240,,,0.4305462805295217
AT3G17020,,,0.4306327636672492
AT3G62370,,,0.4306369442560157
AT4G29830,,,0.4308115913112677
AT4G24190,,,0.43084400495543634
AT5G59880,,,0.43096619208193165
AT1G78900,,,0.4311731801843679
AT3G52990,,,0.431477021874923
AT4G38600,,,0.43152164540160254
AT5G19820,,,0.43156486034323505
AT4G25680,,,0.4315969044888392
AT5G55860,,,0.4316097112694266
AT5G03430,,,0.4321694431377267
AT3G59350,,,0.43244447020056354
AT1G63110,,,0.4326146262702756
AT3G47390,,,0.4326190980578855
AT2G40600,,,0.4328616306977316
AT3G52580,,,0.4328930622518717
AT4G36730,TF,bZIP,0.4329113969200806
AT4G26620,,,0.4330028688640624
AT4G39820,,,0.43304650132754985
AT1G77810,,,0.43306564108264783
AT4G29840,,,0.43314196253757103
AT2G46280,,,0.4332606288364302
AT3G50670,,,0.43331971878315184
AT4G22300,,,0.4334430278838516
AT1G18540,,,0.4338009146840638
AT1G75210,,,0.4338415890121915
AT5G06970,,,0.43395592599786703
AT5G63510,,,0.4340433843399624
AT1G48850,,,0.4340956490814092
AT1G49300,,,0.43428025946478316
AT1G18490,,,0.43451508367794267
AT2G37160,,,0.43484731881457606
AT1G61790,,,0.4348981693602672
AT1G78920,,,0.4351220449924034
AT4G09000,,,0.43523184257487624
AT2G45500,,,0.435530597353029
AT5G58950,,,0.4356332890790479
AT5G09680,,,0.43567474155201935
AT5G49460,,,0.4358681213712707
AT4G00800,,,0.4359024211820996
AT2G36130,,,0.4359718846860492
AT5G23890,,,0.4361590612566504
AT4G35860,,,0.43619876376180294
AT5G17770,,,0.4363045558876067
AT4G04210,,,0.43663747599321817
AT4G21810,,,0.4366488073822298
AT1G05960,,,0.43676323505769443
AT5G07340,,,0.43689403750407557
AT2G26060,,,0.43717666721290105
AT3G13870,,,0.4377555039735165
AT5G58020,,,0.4381179786808776
AT1G02120,,,0.43841092995082365
AT4G29440,,,0.4385076820188454
AT5G16390,,,0.43864377662599496
AT3G59360,,,0.4386557668001936
AT4G36440,,,0.43876573235270966
AT5G42470,,,0.4393606409208934
AT1G77670,,,0.4393954845698025
